Index,ID_x,Drug Name_x,Insurance,Check_x,Quantity,Net,Copay,Covered,Rxcui,Check_y,Title,Drug Name_y,Dosage Form,Strength,Units,Class,NDC,Drug,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Drug Full Name,Db Status,ID_y,ClassDb,RxNorm Name,Cleaned Up Drug Name
38,40,CLOTRIM/BETADIPROPLOTION,HUMANA,TRUE,,,,,308715,TRUE,Inventory Database X,BETAMETH DIP,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,BETAMETH DIP Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,55,Scalp Topical Steroids,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
38,40,CLOTRIM/BETADIPROPLOTION,HUMANA,TRUE,,,,,377661,TRUE,Inventory Database X,CLOTRIM/BETA DIPROP,Lotion,,%,Scalp Topical Steroids,12345-6789-01,CLOTRIM/BETA DIPROP Lotion%,,,,,,,,,SR-DB : Updated on 11/18/2024,59,Scalp Topical Steroids,clotrimazole Topical Lotion,Clotrim/Beta Diprop Lotion%
40,41,FLUOCINOLONEACETOILSCALP,HUMANA,TRUE,,,,,1191299,TRUE,Inventory Database,FLUOCIN ACET,Solution,0.01,%,Corticosteroid,21922-0003-01,FLUOCIN ACET Solution 0.01%,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,FLUOCIN ACET SOL 0.01%,SR-DB : Updated on 11/18/2024,290,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
40,41,FLUOCINOLONEACETOILSCALP,HUMANA,TRUE,,,,,385106,TRUE,Inventory Database X,FLUOCIN ACET,Oil,,,Scalp Topical Steroids,12345-6789-01,FLUOCIN ACET Oil,,,,,,,,,SR-DB : Updated on 11/18/2024,61,Scalp Topical Steroids,fluocinolone Topical Oil,Fluocin Acetate Oil
40,41,FLUOCINOLONEACETOILSCALP,HUMANA,TRUE,,,,,1191307,TRUE,Inventory Database,FLUOCIN ACET,Oil,0.01,%,Corticosteroid,64980-0330-04,FLUOCIN ACET Oil 0.01%,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,FLUOCIN ACET OIL 0.01% SC,SR-DB : Updated on 11/18/2024,288,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
43,42,FLUOCINONIDESOL0.01%,HUMANA,TRUE,,,,,103456,TRUE,Inventory Database X,FLUOCINONIDE,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,FLUOCINONIDE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,78,High Potency Topical Steroid,fluocinonide 0.5 MG/ML Topical Cream,Fluocinonide Cream 0.05%
44,43,BETAMETHDIPLOT0.05%,HUMANA,TRUE,120,66.42,0,,308715,TRUE,Inventory Database X,BETAMETH DIP,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,BETAMETH DIP Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,55,Scalp Topical Steroids,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
44,43,BETAMETHDIPLOT0.05%,HUMANA,TRUE,120,66.42,0,,238920,TRUE,Inventory Database X,AUG BETAMET,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,AUG BETAMET Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,74,High Potency Topical Steroid,betamethasone 0.5 MG/ML Topical Cream,Aug Betamet Cream 0.05%
44,43,BETAMETHDIPLOT0.05%,HUMANA,TRUE,120,66.42,0,,308714,TRUE,Inventory Database,CLOTRIM/BETA,Cream,1-0.05,%,Antifungal Combo,16714-0496-02,CLOTRIM/BETA Cream 1-0.05%,180,45,$71.42 ,$3.16 ,4/24/2024,315,4,CLOTRIM/BETA CRE 1-0.05%,SR-DB : Updated on 11/18/2024,253,Antifungal Combo,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Cream,Clotrim/Beta Cream 1-0.05%
49,45,TAZAROTENECRE0.1%,HUMANA,TRUE,30,NC,NC,,313200,TRUE,Inventory Database X,TAZAROTENE,Cre,0.1,%,Retinoids: Exfoliant,12345-6789-01,TAZAROTENE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,68,Retinoids: Exfoliant,tazarotene 1 MG/ML Topical Cream,Tazarotene Cream 0.1%
50,46,AZELAICACIDGEL15%,HUMANA,TRUE,50,NC,NC,,1041518,TRUE,Inventory Database X,AZELAIC ACID,Gel,15,%,Retinoids: Exfoliant,12345-6789-01,AZELAIC ACID Gel 15%,,,,,,,,,SR-DB : Updated on 11/18/2024,72,Retinoids: Exfoliant,azelaic acid 0.15 MG/MG Topical Gel,Azelaic Acid Gel 15%
51,47,TRETINOINCRE0.025%,HUMANA,TRUE,20,NC,NC,,106302,TRUE,Inventory Database X,TRETINOIN,Cre,0.025,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Cre 0.025%,,,,,,,,,SR-DB : Updated on 11/18/2024,69,Retinoids: Exfoliant,tretinoin 0.25 MG/ML Topical Cream,Tretinoin Cream 0.025%
52,49,TRETINOINCRE0.1%,HUMANA,TRUE,,,,,198300,TRUE,Inventory Database X,TRETINOIN,Cre,0.1,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,71,Retinoids: Exfoliant,tretinoin 1 MG/ML Topical Cream,Tretinoin Cream 0.1%
53,50,TRETINOINGEL0.05%,HUMANA,TRUE,,,,,245723,TRUE,Inventory Database X,TRETINOIN,Gel,0.05,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Gel 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,73,Retinoids: Exfoliant,tretinoin 0.0005 MG/MG Topical Gel,Tretinoin Gel 0.05%
54,51,ADAPALENEGEL0.3%,HUMANA,TRUE,45,60.17,1.55,,722111,TRUE,Inventory Database X,ADAPALENE,Gel,0.3,%,Retinoids: Exfoliant,12345-6789-01,ADAPALENE Gel 0.3%,,,,,,,,,SR-DB : Updated on 11/18/2024,67,Retinoids: Exfoliant,adapalene 0.003 MG/MG Topical Gel,Adapalene Gel 0.3%
55,52,AMCINONIDECRE0.1%,HUMANA,TRUE,,,,,197327,TRUE,Inventory Database,AMCINONIDE,Cream,0.1,%,Medium Potency Steroid,74157-0006-60,AMCINONIDE Cream 0.1%,-120,60,"$2,289.63 ",$710.00 ,8/30/2024,"4,620",43,AMCINONIDE CRE 0.1%,SR-DB : Updated on 11/18/2024,205,Medium Potency Steroid,amcinonide 1 MG/ML Topical Cream,Amcinonide Cream 0.1%
56,53,DIFLORASONEOIN0.05%,HUMANA,TRUE,,,,,966607,TRUE,Inventory Database X,DIFLORASONE,Oin,0.05,%,High Potency Topical Steroid,12345-6789-01,DIFLORASONE Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,77,High Potency Topical Steroid,diflorasone diacetate 0.0005 MG/MG Topical Ointment,Diflorasone Oin 0.05%
56,53,DIFLORASONEOIN0.05%,HUMANA,TRUE,,,,,966577,TRUE,Inventory Database X,DIFLORASONE,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,DIFLORASONE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,76,High Potency Topical Steroid,diflorasone diacetate 0.5 MG/ML Topical Cream,Diflorasone Cream 0.05%
58,55,HALOBETASOLOIN0.05%,HUMANA,TRUE,50,NC,NC,,977978,TRUE,Inventory Database X,HALOBETASOL,Oin,0.05,%,High Potency Topical Steroid,12345-6789-01,HALOBETASOL Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,79,High Potency Topical Steroid,halobetasol propionate 0.0005 MG/MG Topical Ointment,Halobetasol Oin 0.05%
58,55,HALOBETASOLOIN0.05%,HUMANA,TRUE,50,NC,NC,,861448,TRUE,Inventory Database,CLOBETASOL,Ointment,0.05,%,High Potency Steroid,21922-0017-07,CLOBETASOL Ointment 0.05%,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,CLOBETASOL OIN 0.05%,SR-DB : Updated on 11/18/2024,244,High Potency Steroid,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
61,59,DESOXIMETASOIN0.05%,HUMANA,TRUE,60,NC,NC,,141850,TRUE,Inventory Database X,DESOXIMETAS,Oin,0.05,%,Medium Potency Topical Steroid,12345-6789-01,DESOXIMETAS Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,80,Medium Potency Topical Steroid,desoximetasone 0.0005 MG/MG Topical Ointment,Desoximetas Oin 0.05%
62,60,HALCINONIDECRE0.1%,HUMANA,TRUE,60,NC,NC,,103467,TRUE,Inventory Database X,HALCINONIDE,Cre,0.1,%,Medium Potency Topical Steroid,12345-6789-01,HALCINONIDE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,82,Medium Potency Topical Steroid,halcinonide 1 MG/ML Topical Cream,Halcinonide Cream 0.1%
63,61,FLUOCINOLONEACETCRE0.01%,HUMANA,TRUE,,,,,1191302,TRUE,Inventory Database,FLUOCIN ACET,Cream,0.01,%,Corticosteroid,00713-0223-60,FLUOCIN ACET Cream 0.01%,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,FLUOCIN ACET CRE 0.01%,SR-DB : Updated on 11/18/2024,287,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
64,62,MOMETASONECRE0.1%45GM,HUMANA,TRUE,,,,,311753,TRUE,Inventory Database X,MOMETASONE,Cre,0.1,%,Medium Potency Topical Steroid,12345-6789-01,MOMETASONE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,85,Medium Potency Topical Steroid,mometasone furoate 1 MG/ML Topical Cream,Mometasone Cream 0.1%
65,63,DESONIDECRE0.05%,HUMANA,TRUE,60,NC,NC,,349351,TRUE,Inventory Database X,DESONIDE,Cre,0.05,%,Low Potency Topical Steroid,12345-6789-01,DESONIDE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,88,Low Potency Topical Steroid,desonide 0.5 MG/ML Topical Cream,Desonide Cream 0.05%
66,64,DESONIDEOIN0.05%,HUMANA,TRUE,60,NC,NC,,204135,TRUE,Inventory Database X,DESONIDE,Oin,0.05,%,Low Potency Topical Steroid,12345-6789-01,DESONIDE Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,90,Low Potency Topical Steroid,desonide 0.0005 MG/MG Topical Ointment,Desonide Oin 0.05%
67,65,ALCLOMETASONCRE0.05%,HUMANA,TRUE,45,NC,NC,,855474,TRUE,Inventory Database X,ALCLOMETASON,Cre,0.05,%,Low Potency Topical Steroid,12345-6789-01,ALCLOMETASON Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,86,Low Potency Topical Steroid,alclometasone dipropionate 0.5 MG/ML Topical Cream,Alclometason Cream 0.05%
68,66,PIMECROLIMUSCRE1%100GM,HUMANA,TRUE,,,,,562806,TRUE,Inventory Database X,PIMECROLIMUS,Cre,1,%,Non-Ster Anti-Inflam,12345-6789-01,PIMECROLIMUS Cre 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,94,Non-Ster Anti-Inflam,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
69,67,TACROLIMUSOIN0.1%100GM,HUMANA,TRUE,,,,,313189,TRUE,Inventory Database X,TACROLIMUS,Oin,0.03,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.03%,,,,,,,,,SR-DB : Updated on 11/18/2024,95,Non-Ster Anti-Inflam,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
69,67,TACROLIMUSOIN0.1%100GM,HUMANA,TRUE,,,,,314266,TRUE,Inventory Database X,TACROLIMUS,Oin,0.1,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,96,Non-Ster Anti-Inflam,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
71,69,SALICYLIC3%OINT,HUMANA,TRUE,,,,,312888,TRUE,Inventory Database X,SALICYLIC,Oint,3,%,Keratolytic,12345-6789-01,SALICYLIC Oint 3%,,,,,,,,,SR-DB : Updated on 11/18/2024,100,Keratolytic,salicylic acid 0.03 MG/MG Topical Ointment,Salicylic Ointment 3%
72,70,CALCIPOTRIENCRE0.005%60GM,HUMANA,TRUE,,,,,313921,TRUE,Inventory Database X,CALCIPOTRIEN,Cre,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Cre 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,98,Keratolytic,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
72,70,CALCIPOTRIENCRE0.005%60GM,HUMANA,TRUE,,,,,198373,TRUE,Inventory Database X,CALCIPOTRIEN,Oin,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Oin 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,99,Keratolytic,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
74,72,CALCIPOTRIENBETAMETHOIN,HUMANA,TRUE,,,,,393355,TRUE,Inventory Database X,CALCIPOTRIEN BETAMETH,Oin,,,Keratolytic,12345-6789-01,CALCIPOTRIEN BETAMETH Oin,,,,,,,,,SR-DB : Updated on 11/18/2024,101,Keratolytic,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
76,74,NAFTIFINECRE2%,HUMANA,TRUE,60,NC,NC,,1246096,TRUE,Inventory Database X,NAFTIFINE,Cre,2,%,Anti-fungal,12345-6789-01,NAFTIFINE Cre 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,108,Anti-fungal,naftifine hydrochloride 20 MG/ML Topical Cream,Naftifine Cream 2%
77,75,KETOCONAZOLEFOAM2%,HUMANA,TRUE,,,,,728550,TRUE,Inventory Database X,KETOCONAZOLE,Foam,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Foam 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,107,Anti-fungal,ketoconazole 20 MG/ML Topical Foam,Ketoconazole Foam 2%
78,76,CICLOPIROXCRE0.77%,HUMANA,TRUE,90,$13.91 ,0,,309289,TRUE,Inventory Database X,CICLOPIROX,Cre,0.77,%,Anti-fungal,12345-6789-01,CICLOPIROX Cre 0.77%,,,,,,,,,SR-DB : Updated on 11/18/2024,102,Anti-fungal,ciclopirox 7.7 MG/ML Topical Cream,Ciclopirox Cream 0.77%
80,81,TAVABOROLESOL5%,HUMANA,TRUE,10,NC,NC,,1543177,TRUE,Inventory Database X,TAVABOROLE,Sol,5,%,Anti-fungal Nail,12345-6789-01,TAVABOROLE Sol 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,113,Anti-fungal Nail,tavaborole 43.5 MG/ML Topical Solution,Tavaborole Solution 5%
81,82,CICLOPIROXSOL8%,HUMANA,TRUE,6.6,$12.95 ,0,,309291,TRUE,Inventory Database X,CICLOPIROX,Sol,8,%,Anti-fungal Nail,12345-6789-01,CICLOPIROX Sol 8%,,,,,,,,,SR-DB : Updated on 11/18/2024,111,Anti-fungal Nail,ciclopirox 80 MG/ML Topical Solution,Ciclopirox Solution 8%
82,83,TERBINAFINETAB250MG,HUMANA,TRUE,30,0.31,1.55,,329055,TRUE,Inventory Database X,TERBINAFINE,Tab,250,mg,Anti-fungal Oral,12345-6789-01,TERBINAFINE Tab 250mg,,,,,,,,,SR-DB : Updated on 11/18/2024,116,Anti-fungal Oral,terbinafine 250 MG,Terbinafine Tablet 250 Mg
83,84,FLUCONAZOLETAB100MG,HUMANA,TRUE,30,32.29,1.55,,197698,TRUE,Inventory Database X,FLUCONAZOLE,Tab,100,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,114,Anti-fungal Oral,fluconazole 100 MG Oral Tablet,Fluconazole Tablet 100 Mg
84,85,FLUCONAZOLETAB200MG,HUMANA,TRUE,30,43.47,1.55,,197700,TRUE,Inventory Database X,FLUCONAZOLE,Tab,200,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,115,Anti-fungal Oral,fluconazole 200 MG Oral Tablet,Fluconazole Tablet 200 Mg
85,86,FLUOROURACILCRE5%,HUMANA,TRUE,40,61.34,1.55,,105583,TRUE,Inventory Database X,FLUOROURACIL,Cre,5,%,Chemo Cream,12345-6789-01,FLUOROURACIL Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,117,Chemo Cream,fluorouracil 50 MG/ML Topical Cream,Fluorouracil Cream 5%
86,87,IMIQUIMODCRE3.75%PMP,HUMANA,TRUE,7.5,NC,NC,,967017,TRUE,Inventory Database X,IMIQUIMOD,Cre,3.75,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 3.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,118,Chemo Cream,imiquimod 37.5 MG/ML Topical Cream,Imiquimod Cream 3.75%
87,88,IMIQUIMODCRE5%PACKET,HUMANA,TRUE,,,,,310982,TRUE,Inventory Database X,IMIQUIMOD,Cre,5,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,119,Chemo Cream,imiquimod 50 MG/ML Topical Cream,Imiquimod Cream 5%
88,89,ACYCLOVIROIN5%,HUMANA,TRUE,30,NC,NC,,197312,TRUE,Inventory Database X,ACYCLOVIR,Oin,5,%,Antiviral,12345-6789-01,ACYCLOVIR Oin 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,120,Antiviral,acyclovir 0.05 MG/MG Topical Ointment,Acyclovir Oin 5%
89,90,VALACYCLOVIRTAB1GM,HUMANA,TRUE,30,4.34,1.55,,313564,TRUE,Inventory Database X,VALACYCLOVIR,Tab,1,gm,Antiviral,12345-6789-01,VALACYCLOVIR Tab 1gm,,,,,,,,,SR-DB : Updated on 11/18/2024,121,Antiviral,valacyclovir 1000 MG Oral Tablet,Valacyclovir Tablet 1Gm
90,91,VALACYCLOVIRTAB500MG,HUMANA,TRUE,30,4.41,1.55,,330526,TRUE,Inventory Database X,VALACYCLOVIR,Tab,500,mg,Antiviral,12345-6789-01,VALACYCLOVIR Tab 500mg,,,,,,,,,SR-DB : Updated on 11/18/2024,122,Antiviral,valacyclovir 500 MG,Valacyclovir Tablet 500 Mg
91,92,CLEMASTINESYP,HUMANA,TRUE,120,NC,NC,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
92,93,LEVOCETIRIZITAB5MG,HUMANA,TRUE,30,2.56,1.55,,855172,TRUE,Inventory Database X,LEVOCETIRIZI,Tab,5,mg,Antihistamines,12345-6789-01,LEVOCETIRIZI Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,126,Antihistamines,levocetirizine dihydrochloride 5 MG Oral Tablet,Levocetirizi Tablet 5 Mg
93,94,DICLOFENACCAP25MG,HUMANA,TRUE,30,NC,NC,,2670401,TRUE,Inventory Database X,DICLOFENAC,Tab,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,128,Anti-inflammatory,diclofenac 25 MG,Diclofenac Tablet 25 Mg
93,94,DICLOFENACCAP25MG,HUMANA,TRUE,30,NC,NC,,858342,TRUE,Inventory Database X,DICLOFENAC,Cap,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Cap 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,135,Anti-inflammatory,diclofenac 25 MG Oral Capsule,Diclofenac Capsule 25 Mg
95,95,MELOXICAMCAP5MG,HUMANA,TRUE,30,NC,NC,,1722349,TRUE,Inventory Database X,MELOXICAM,Cap,5,mg,Anti-inflammatory,12345-6789-01,MELOXICAM Cap 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,131,Anti-inflammatory,meloxicam 5 MG Oral Capsule,Meloxicam Capsule 5 Mg
96,96,NAPROXENSUS125/5ML,HUMANA,TRUE,,,,,311913,TRUE,Inventory Database X,NAPROXEN,Sus,125/5,ml,Anti-inflammatory,12345-6789-01,NAPROXEN Sus 125/5ml,,,,,,,,,SR-DB : Updated on 11/18/2024,132,Anti-inflammatory,naproxen 25 MG/ML Oral Suspension,Naproxen Sus 125/5Ml
97,97,PREDNISONETAB20MG,HUMANA,TRUE,30,2.84,$0.00 ,,312615,TRUE,Inventory Database X,PREDNISONE,Tab,20,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 20mg,,,,,,,,,SR-DB : Updated on 11/18/2024,133,Anti-inflammatory,prednisone 20 MG Oral Tablet,Prednisone Tablet 20 Mg
98,98,PREDNISONETAB5MG,HUMANA,TRUE,30,2.91,$0.00 ,,312617,TRUE,Inventory Database X,PREDNISONE,Tab,5,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,134,Anti-inflammatory,prednisone 5 MG Oral Tablet,Prednisone Tablet 5 Mg
99,99,ERGOT/CAFFENTAB1-100MG,HUMANA,TRUE,30,181.56,$35.00 ,,91405,TRUE,Inventory Database X,ERGOT/CAFFEN,Tab,1-100,mg,Headaches,12345-6789-01,ERGOT/CAFFEN Tab 1-100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,136,Headaches,ergot preparation,Ergot/Caffen Tablet 1-100 Mg
100,100,DRYSOLSOL20%,HUMANA,TRUE,37.5,NC,NC,,206208,TRUE,Inventory Database X,DRYSOL,Sol,20,%,Hyperhydrosis,12345-6789-01,DRYSOL Sol 20%,,,,,,,,,SR-DB : Updated on 11/18/2024,139,Hyperhydrosis,aluminum chloride 200 MG/ML Topical Solution [Drysol],Drysol Solution 20%
101,101,FINASTERIDETAB1MG,HUMANA,TRUE,30,NC,NC,,200172,TRUE,Inventory Database X,FINASTERIDE,Tab,1,mg,Hair loss,12345-6789-01,FINASTERIDE Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,140,Hair loss,finasteride 1 MG Oral Tablet,Finasteride Tablet 1 Mg
102,102,MINOXIDILTAB2.5MG,HUMANA,TRUE,30,3.81,$4.80 ,,197987,TRUE,Inventory Database X,MINOXIDIL,Tab,2.5,mg,Hair loss,12345-6789-01,MINOXIDIL Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,141,Hair loss,minoxidil 2.5 MG Oral Tablet,Minoxidil Tablet 2.5 Mg
103,103,HYDROQUINONECRE4%,HUMANA,TRUE,28.35,NC,NC,,197795,TRUE,Inventory Database X,HYDROQUINONE,Cre,4,%,Bleaching Cream,12345-6789-01,HYDROQUINONE Cre 4%,,,,,,,,,SR-DB : Updated on 11/18/2024,142,Bleaching Cream,hydroquinone 40 MG/ML Topical Cream,Hydroquinone Cream 4%
104,104,PERMETHRINCRE5%,HUMANA,TRUE,60,60.41,$47.00 ,,106387,TRUE,Inventory Database X,PERMETHRIN,Cre,5,%,Scabies,12345-6789-01,PERMETHRIN Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,143,Scabies,permethrin 50 MG/ML Topical Cream,Permethrin Cream 5%
105,106,FOLICACIDTAB1MG,HUMANA,TRUE,30,NC,NC,,310410,TRUE,Inventory Database X,FOLIC ACID,Tab,1,mg,Other,12345-6789-01,FOLIC ACID Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,145,Other,folic acid 1 MG Oral Tablet,Folic Acid Tablet 1 Mg
106,107,HYDROXYCHLORTAB200MG,HUMANA,TRUE,30,5.76,$0.00 ,,979092,TRUE,Inventory Database X,HYDROXYCHLOR,Tab,200,mg,Other,12345-6789-01,HYDROXYCHLOR Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,146,Other,hydroxychloroquine sulfate 200 MG Oral Tablet,Hydroxychlor Tablet 200 Mg
107,108,HYDROXYZHCLTAB10MG,HUMANA,TRUE,30,1.49,$1.55 ,,995218,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,10,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,147,Other,hydroxyzine hydrochloride 10 MG Oral Tablet,Hydroxyz Hcl Tablet 10 Mg
108,109,HYDROXYZHCLTAB25MG,HUMANA,TRUE,30,1.63,$1.55 ,,995258,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,25,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,148,Other,hydroxyzine hydrochloride 25 MG Oral Tablet,Hydroxyz Hcl Tablet 25 Mg
109,111,LIDOCORTCRE3-0.5%,HUMANA,TRUE,85,297.2,$409.20 ,,1012235,TRUE,Inventory Database X,LIDOCORT,Cre,3-0.5,%,Other,12345-6789-01,LIDOCORT Cre 3-0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,150,Other,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,Lidocort Cream 3-0.5%
110,112,METHOTREXATETAB2.5MG,HUMANA,TRUE,30,6.09,$9.69 ,,328407,TRUE,Inventory Database X,METHOTREXATE,Tab,2.5,mg,Other,12345-6789-01,METHOTREXATE Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,151,Other,methotrexate 2.5 MG,Methotrexate Tablet 2.5 Mg
111,113,PODOFILOXSOL0.5%,HUMANA,TRUE,3.5,34.79,$35.49 ,,582926,TRUE,Inventory Database X,PODOFILOX,Sol,0.5,%,Other,12345-6789-01,PODOFILOX Sol 0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,152,Other,podofilox 5 MG/ML Topical Solution,Podofilox Solution 0.5%
112,114,SPIRONOLACTTAB50MG,HUMANA,TRUE,30,1.86,$3.12 ,,198223,TRUE,Inventory Database X,SPIRONOLACT,Tab,50,mg,Other,12345-6789-01,SPIRONOLACT Tab 50mg,,,,,,,,,SR-DB : Updated on 11/18/2024,153,Other,spironolactone 50 MG Oral Tablet,Spironolact Tablet 50 Mg
116,119,CLINDAM/BENZGEL1.2-2.5%,HUMANA,TRUE,50,NC,NC,,1424013,TRUE,Inventory Database,CLIND/BENZ,Gel,1.2-3.75,%,Acne Topical ABX,51672-1403-04,CLIND/BENZ Gel 1.2-3.75%,100,50,$694.31 ,$130.00 ,8/29/2024,50,1,CLIND/BENZ GEL 1.2-3.75,SR-DB : Updated on 11/18/2024,230,Acne Topical ABX,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Vital-Benz],Clind/Benz Gel 1.2-3.75
117,120,CLINDAMY/BENGEL1-5%,HUMANA,TRUE,50,NC,NC,,358917,TRUE,Inventory Database X,CLINDAMY/BEN,Gel,5-Jan,%,Acne Topical ABX,12345-6789-01,CLINDAMY/BEN Gel 1-5%,,,,,,,,,SR-DB : Updated on 11/18/2024,34,Acne Topical ABX,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,Clindamy/Ben Gel 1-5%
